Application_ID,Application_Date,Sanction_Date,Disbursal_Date,Borrower_Name,Age,Gender,Marital_Status,Dependents,PAN,Aadhaar,Mobile,Email,Property_City,Property_State,Property_Pincode,Employment_Type,Employer_Name,Years_With_Employer,Monthly_Income_Stated,Annual_Income_Stated,Actual_Bank_Credit_Monthly,ITR_Income_Last_FY,ITR_Income_Prev_FY,Form16_Available,Loan_Purpose,Property_Type,Market_Value_INR,Loan_Amount_INR,LTV_Ratio,Down_Payment_INR,Down_Payment_Source,Tenure_Years,Interest_Rate_pct,EMI_INR,FOIR,Existing_Monthly_EMI,Co_Applicant,Co_Applicant_Name,Co_Applicant_Annual_Income,CIBIL_Score,Num_Credit_Enquiries_Last_30D,Prev_Loan_Bank,Prev_Default_History,Valuation_Agency,Legal_Opinion,CERSAI_Checked,RERA_Registered,Title_Chain_Clear,EC_Years_Verified,Disbursement_Mode,Broker_Involved,Broker_DSA_Name,First_EMI_Status,DPD_Bucket_Current,Loan_Status,NPA_Date,Fraud_Type,Fraud_Label_01,Anomaly_Notes,Email_Name_Mismatch,Signature_Mismatch,ID_Docs_Altered,Salary_Round_Figure_Flag,PF_Deduction_Missing,Salary_Credited_From_Personal_Acct,ITR_Filed_Just_Before_Application,Month_End_Fund_Parking,Valuation_Inflation_Flag,OC_CC_Available,Disbursement_To_NonSeller_Flag,Legal_Opinion_TAT_Hours,Bank_Statement_Tampered,PDF_Metadata_Anomaly,Borrower_Unreachable,AML_Flag,Loan_Foreclosed_Within_6M,PEP_Involved,Overseas_Wire_Transfer_Detected
HL201902226,15-06-2019,14-07-2019,28-07-2019,Santosh Rao,43.0,Male,Married,3.0,WPZIX2874J,8057 1772 6679,+91 8555776879,santosh_rao563@outlook.com,Agra,Uttar Pradesh,322980.0,Self-Employed Business,Self,7.0,359695,4316340.0,355807.0,4353736.0,3513617.0,,Extension,Row House,3896869,2455027,0.63,1441842,Unknown,20,7.62,19958,0.06,35710,Yes,Manju Shukla,479028.0,699.0,4,Yes Bank,1 DPD,Empanelled Valuer A,Conditional Clear,Yes,Yes,Yes,13.0,NEFT to Seller,Yes,DSA/Reddy Associates,Bounced,0,NPA,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,28,No,No,No,No,No,No,No
HL201604007,27-03-2016,04-04-2016,,Ashok Chatterjee,24.0,Female,Married,2.0,BYWBA1722I,5930 1796 5594,+91 8179715884,ashok.chatterjee@gmail.com,Surat,Gujarat,715238.0,Self-Employed Business,Self,5.0,201817,2421804.0,202211.0,2273165.0,1833952.0,,Extension,Villa,7393838,5619316,0.76,1774522,Third Party,17,11.61,63236,0.31,6940,No,,0.0,745.0,4,Axis Bank,,Empanelled Valuer A,Clear,Yes,Not Applicable,No,14.0,NEFT to Seller,Yes,DSA/Srivastava Associates,Bounced,0,Restructured,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,50,No,No,No,No,No,No,No
HL202407709,19-04-2024,11-05-2024,29-05-2024,Sudha Shukla,31.0,Male,Single,4.0,JPIAV5023A,6852 1566 4593,+91 9234333451,sudhashukla@hotmail.com,Ludhiana,Punjab,517755.0,Self-Employed Professional,Self,11.0,83452,1001424.0,73149.0,910637.0,868444.0,,Balance Transfer,Plot+Construction,6292150,4907877,0.78,1384273,Family Gift,6,9.53,89763,1.08,2521,No,,0.0,705.0,3,ICICI Bank,,Collusive Valuer,Clear,Yes,Yes,Yes,22.0,NEFT to Builder,No,,Bounced,0,Closed,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,116,No,No,No,No,No,No,No
HL201008746,05-10-2010,25-10-2010,12-11-2010,Vandana Mishra,31.0,Female,Married,3.0,,3075 2171 5399,+91 8758421281,vandanamishra61@hotmail.com,Hyderabad,Telangana,258871.0,Salaried,Hindustan Unilever,12.0,217034,2604408.0,224862.0,2706987.0,2413483.0,Yes,Balance Transfer,Flat/Apartment,22325760,15628031,0.7,6697729,Own Savings,8,11.98,253828,1.17,9478,Yes,Naresh Rao,768108.0,758.0,5,Kotak Bank,,Empanelled Valuer A,Clear,Post-Sanction Only,Yes,Yes,10.0,NEFT to Builder,No,,Paid,0,Closed,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,93,No,No,No,No,No,No,No
HL201207125,24-12-2012,08-01-2013,28-01-2013,Naresh Roy,25.0,Female,Married,3.0,KJQFP9908H,6241 6052 2006,,nroy@yahoo.com,Noida,Uttar Pradesh,453711.0,Salaried,Zomato,7.0,232019,2784228.0,205116.0,2837036.0,2213285.0,Yes,Purchase,Villa,20384284,13453627,0.66,6930657,Unknown,11,8.26,155468,0.67,25372,No,,,720.0,1,BOB,,Empanelled Valuer B,Clear,Yes,No,Yes,28.0,Cash,Yes,DSA/Mehta Associates,Paid,0,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,112,No,No,No,No,No,No,No
HL201006019,16-03-2010,31-03-2010,15-04-2010,Deepak Yadav,40.0,Male,Married,4.0,BPZQJ4369J,4281 1598 9738,+91 8946011645,deepak54@yahoo.com,Bangalore,Karnataka,469013.0,Salaried,Tata Motors,13.0,30208,362496.0,28321.0,347858.0,280336.0,Yes,Balance Transfer,Plot+Construction,4416343,2693969,0.61,1722374,Own Savings,10,8.81,33849,1.12,2592,Yes,Sarla Yadav,864132.0,786.0,0,BOB,,Empanelled Valuer A,Clear,Post-Sanction Only,Yes,No,22.0,NEFT to Seller,Yes,DSA/Pillai Associates,Paid,90+,NPA,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,82,No,No,No,No,No,No,No
HL202202435,11-03-2022,22-03-2022,09-04-2022,Sudha Joshi,26.0,Female,Married,2.0,MXABJ8998K,3573 2260 7359,+91 8748955198,sudha.joshi@rediffmail.com,Coimbatore,Tamil Nadu,645179.0,Self-Employed Business,Self,3.0,119238,1430856.0,116976.0,1569792.0,1336758.0,,Repair/Renovation,Villa,8091170,6311112,0.78,1780058,Family Gift,21,9.74,58906,0.49,16806,Yes,Kavita Agarwal,733824.0,778.0,1,PNB,Written Off,Empanelled Valuer A,Clear,Yes,Yes,Yes,26.0,NEFT to Builder,Yes,DSA/Bhatia Associates,Paid,0,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,63,No,No,No,No,No,No,No
HL201407303,19-04-2014,11-05-2014,27-05-2014,Arun Roy,42.0,Female,Single,4.0,PHEII2843Q,7685 7434 9350,+91 8041522140,,Pune,Maharashtra,199777.0,Self-Employed Professional,Self,3.0,317594,3811128.0,297118.0,,2863888.0,,Balance Transfer,Flat/Apartment,5694224,3644303,0.64,2049921,Own Savings,6,11.83,70925,0.22,25626,No,,0.0,781.0,3,Canara Bank,,Empanelled Valuer A,Adverse,Post-Sanction Only,Yes,Yes,25.0,NEFT to Builder,No,,Paid,0,NPA,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,74,No,No,No,No,No,No,No
HL200805687,01-03-2008,17-03-2008,31-03-2008,Geeta Bhatia,39.0,Male,Married,3.0,,9214 7540 9941,+91 9252299893,geeta_bhatia@outlook.com,Visakhapatnam,Andhra Pradesh,518874.0,Government,Wipro Ltd,15.0,118713,1424556.0,105078.0,1501763.0,1103937.0,Yes,Repair/Renovation,Flat/Apartment,5793740,4403242,0.76,1390498,Sale of Asset,21,12.28,48811,0.41,15220,Yes,Arun Tiwari,728172.0,695.0,5,Canara Bank,,Empanelled Valuer B,Clear,Post-Sanction Only,Yes,Yes,23.0,Cheque,No,,Delayed,61-90,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,24,No,No,No,No,No,No,No
HL202409248,23-10-2024,12-11-2024,23-11-2024,Usha Mehta,25.0,Male,Married,4.0,AVHOF3150Z,2814 6166 9734,+91 9262260812,priya430@gmail.com,Bhopal,Madhya Pradesh,,Self-Employed Business,Self,15.0,228525,2742300.0,196035.0,2847661.0,2524703.0,,Repair/Renovation,Plot+Construction,21014109,15550440,0.74,5463669,Own Savings,21,10.14,149315,0.65,6928,No,,0.0,744.0,3,SBI,,Empanelled Valuer B,Clear,Post-Sanction Only,Not Applicable,Yes,20.0,Cheque,No,,Paid,0,Active,,CLEAN,0,,1,No,No,No,No,No,No,No,No,Yes,No,89,No,No,No,No,No,No,No
HL201108425,12-07-2011,29-07-2011,06-08-2011,Deepak Chaudhary,47.0,Male,Married,0.0,FJPFT6205J,7529 3980 6924,+91 9331349340,deepak20@rediffmail.com,Bhopal,Madhya Pradesh,323511.0,Salaried,TCS,7.0,239042,2868504.0,225548.0,2714408.0,2619751.0,Yes,Extension,Flat/Apartment,9944446,7160001,0.72,2784445,Own Savings,28,10.84,67991,0.28,12386,No,,0.0,798.0,0,Kotak Bank,1 DPD,Empanelled Valuer B,Clear,Post-Sanction Only,Yes,Partial,29.0,NEFT to Builder,No,,Paid,0,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,56,No,No,No,No,No,No,No
HL200702383,30-01-2007,10-02-2007,18-02-2007,Vikas Shukla,50.0,Female,Single,2.0,LIKCL2366E,7998 5471 1384,+91 9871830626,vshukla@gmail.com,Ghaziabad,Uttar Pradesh,611472.0,Self-Employed Professional,Self,3.0,210852,2530224.0,180798.0,2332889.0,2160060.0,,Construction,Row House,16548137,12080140,0.73,4467997,Own Savings,18,12.23,138627,0.66,15465,Yes,Naresh Mishra,945240.0,787.0,6,IndusInd Bank,,Collusive Valuer,Conditional Clear,Yes,No,Yes,18.0,Cash,Yes,DSA/Nair Associates,Bounced,90+,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,No,No,81,No,No,No,No,No,No,No
HL200506451,14-05-2005,22-05-2005,10-06-2005,Pooja Bhatia,61.0,Male,Married,1.0,GUYRT9973S,4865 1357 7442,+91 9977492226,pooja80@yahoo.com,Visakhapatnam,Andhra Pradesh,406980.0,Self-Employed Professional,Self,17.0,60760,729120.0,,707382.0,569858.0,,Construction,Villa,6212272,4348590,0.7,1863682,Third Party,15,10.64,48447,0.8,726,No,,0.0,799.0,1,Yes Bank,,Empanelled Valuer A,Clear,Yes,Yes,Yes,21.0,NEFT to Seller,Yes,DSA/Yadav Associates,Paid,0,Closed,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,36,No,No,No,No,No,No,No
HL200508323,13-10-2005,24-10-2005,02-11-2005,Manju Bhatia,60.0,Male,Married,0.0,FKSMC8834B,5344 9497 2084,+91 7023431705,suresh258@hotmail.com,Ahmedabad,Gujarat,587995.0,Self-Employed Business,Self,12.0,331752,3981024.0,345384.0,,3117977.0,,Purchase,Plot+Construction,17456377,13441410,0.77,4014967,Family Gift,23,7.53,102597,0.31,5720,Yes,Prakash Singh,659028.0,717.0,1,HDFC Bank,,Third Party Valuer,Clear,Post-Sanction Only,Yes,Yes,19.0,NEFT to Builder,Yes,DSA/Tripathi Associates,Paid,0,Active,,CLEAN,0,,1,No,No,No,No,No,No,No,No,No,No,76,No,No,No,No,No,No,No
HL201900475,24-12-2019,12-01-2020,21-01-2020,Pankaj Mukherjee,62.0,,Married,0.0,UIDJR7741U,3048 1766 9443,+91 7066653607,pmukherjee@yahoo.com,Pune,Maharashtra,645988.0,Salaried,HDFC Bank,11.0,179846,2158152.0,157110.0,2033585.0,1675142.0,Yes,Balance Transfer,Independent House,10506415,6408913,0.61,4097502,Own Savings,7,11.59,111734,0.62,24589,No,,0.0,768.0,1,ICICI Bank,,Empanelled Valuer B,Minor Observations,Yes,Yes,Yes,25.0,Cheque,Yes,DSA/Dubey Associates,Bounced,90+,Written Off,,CLEAN,0,,0,No,No,No,No,No,No,No,Yes,Yes,No,105,No,No,No,No,No,No,No
HL201202475,30-12-2012,28-01-2013,01-02-2013,Dinesh Sharma,39.0,Male,Married,0.0,FVDBI7058L,7663 1255 4391,+91 8256935086,dineshsharma@hotmail.com,Agra,Uttar Pradesh,405631.0,Salaried,Asian Paints,3.0,232676,2792112.0,209265.0,2595911.0,2134783.0,No,Balance Transfer,Plot+Construction,17553097,12287167,0.7,5265930,Family Gift,27,8.48,96705,0.42,18011,No,,0.0,717.0,2,Kotak Bank,,Empanelled Valuer A,Conditional Clear,Post-Sanction Only,Yes,Yes,22.0,Cheque,No,,Paid,1-30,Closed,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,52,No,No,No,No,No,No,No
HL201906414,16-12-2019,03-01-2020,18-01-2020,Harish Khanna,60.0,Male,Married,4.0,OKMWG3824Z,4234 6485 1174,+91 7315434681,hkhanna@outlook.com,Jaipur,Rajasthan,776098.0,Government,Zomato,11.0,148137,1777644.0,,1861079.0,1666254.0,No,Extension,Plot+Construction,16464313,12512877,0.76,3951436,Own Savings,19,10.14,123929,0.84,12536,Yes,Vandana Malhotra,1049940.0,788.0,1,ICICI Bank,,Empanelled Valuer B,Clear,Yes,Yes,Yes,16.0,NEFT to Seller,Yes,DSA/Dubey Associates,Paid,61-90,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,119,No,No,No,No,No,No,No
HL200807458,30-12-2008,15-01-2009,29-01-2009,Ashok Joshi,37.0,Male,Married,0.0,,6369 4047 1045,+91 7235742204,ashokjoshi@hotmail.com,Patna,Bihar,651614.0,Salaried,Cipla,1.0,96063,1152756.0,84480.0,1076024.0,,Yes,Repair/Renovation,Row House,18821422,13363209,0.71,5458213,Family Gift,7,8.09,208881,2.17,10470,No,,0.0,789.0,1,HDFC Bank,,Empanelled Valuer A,Minor Observations,Yes,No,Yes,30.0,NEFT to Seller,No,,Paid,0,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,111,No,No,No,No,No,No,No
HL201603615,16-06-2016,07-07-2016,,Mohan Shah,29.0,Female,Married,2.0,HNSNB4734U,7627 6152 2507,+91 9121787321,mohan84@rediffmail.com,Nagpur,Maharashtra,570723.0,Salaried,L&T Construction,,171377,2056524.0,152869.0,2046894.0,1930095.0,Yes,Construction,Row House,23765545,14259327,0.6,9506218,Own Savings,30,10.86,134288,0.78,20041,No,,0.0,750.0,1,Yes Bank,,Empanelled Valuer B,Clear,Post-Sanction Only,Not Applicable,Yes,16.0,NEFT to Seller,Yes,DSA/Bhatia Associates,Delayed,0,Written Off,,CLEAN,0,,0,No,No,No,Yes,No,No,No,No,Yes,No,100,No,No,No,No,No,No,No
HL201902580,08-06-2019,20-06-2019,02-07-2019,Suresh Sharma,45.0,Male,Divorced,1.0,DMVBO4387V,7269 2757 8004,+91 7748521280,suresh_sharma@rediffmail.com,Kolkata,West Bengal,136134.0,Self-Employed Business,Self,16.0,302509,3630108.0,312089.0,3894092.0,3553928.0,,Extension,Plot+Construction,22729377,16365151,0.72,6364226,Own Savings,30,11.72,164815,0.54,42375,No,,0.0,787.0,4,IndusInd Bank,,Empanelled Valuer B,Clear,Post-Sanction Only,Not Applicable,Yes,12.0,Cheque,No,,Paid,61-90,Restructured,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,72,No,No,No,No,No,No,No
HL202200577,08-05-2022,29-05-2022,12-06-2022,Jyoti Dubey,30.0,Male,Divorced,2.0,CXZTA6576H,6745 5390 6575,+91 8184284761,jyotidubey@hotmail.com,Delhi,Delhi,610171.0,Self-Employed Business,Self,,110056,1320672.0,105864.0,1207104.0,1259058.0,,Purchase,Row House,12952187,8677965,0.67,4274222,Own Savings,13,8.3,91109,0.83,5073,Yes,Girish Srivastava,221328.0,755.0,2,Kotak Bank,,Empanelled Valuer B,Clear,Yes,Yes,No,15.0,Cheque,No,,Bounced,0,Closed,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,32,No,No,No,No,No,No,No
HL200600181,24-02-2006,22-03-2006,02-04-2006,Ramesh Dubey,37.0,Female,Divorced,2.0,HVJNS7335O,2822 2343 7693,+91 8450029711,rameshdubey@yahoo.com,Ludhiana,Punjab,134146.0,Self-Employed Professional,Self,16.0,55167,662004.0,,663004.0,569685.0,,Purchase,Plot+Construction,6239038,4180155,0.67,2058883,Own Savings,6,10.62,78754,1.43,4656,Yes,Poonam Bose,,715.0,2,PNB,2+ DPD,Empanelled Valuer A,Clear,Yes,Not Applicable,Yes,22.0,NEFT to Builder,No,,Paid,0,Closed,,CLEAN,0,,0,Yes,No,No,No,No,No,No,No,Yes,No,66,No,No,No,No,No,No,No
HL200700770,07-08-2007,29-08-2007,12-09-2007,Naresh Roy,60.0,Female,Married,2.0,OBISW7877P,4445 3222 8306,+91 9506221051,naresh_roy@gmail.com,Pune,Maharashtra,755699.0,Salaried,Bharat Electronics,2.0,256831,3081972.0,225814.0,3223275.0,2740399.0,Yes,Construction,Row House,16788637,10576841,0.63,6211796,Third Party,30,11.79,107088,0.42,37054,Yes,Kiran Chopra,383544.0,772.0,4,Union Bank,1 DPD,Third Party Valuer,Clear,No,Yes,Yes,24.0,NEFT to Builder,Yes,DSA/Iyer Associates,Paid,0,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,84,No,No,No,No,No,Yes,No
HL200709025,20-06-2007,27-06-2007,15-07-2007,Vandana Chopra,57.0,Male,Married,0.0,HWPYF1991X,4230 5368 5609,+91 7062126530,vchopra@outlook.com,Coimbatore,Tamil Nadu,651620.0,Government,Wipro Ltd,18.0,62624,751488.0,56003.0,,723935.0,No,Construction,Flat/Apartment,3316705,2487528,0.75,829177,Family Gift,16,10.78,27237,0.9,2359,Yes,Manju Sharma,327336.0,700.0,4,SBI,,Collusive Valuer,Clear,Yes,No,Partial,11.0,NEFT to Seller,No,,Paid,0,Closed,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,57,No,No,No,No,No,No,No
HL201407303,19-04-2014,11-05-2014,27-05-2014,Arun Roy,42.0,Female,Single,4.0,PHEII2843Q,7685 7434 9350,+91 8041522140,,Pune,Maharashtra,199777.0,Self-Employed Professional,Self,3.0,317594,3811128.0,297118.0,,2863888.0,,Balance Transfer,Flat/Apartment,5694224,3644303,0.64,2049921,Own Savings,6,11.83,70925,0.22,25626,No,,0.0,781.0,3,Canara Bank,,Empanelled Valuer A,Adverse,Post-Sanction Only,Yes,Yes,25.0,NEFT to Builder,No,,Paid,0,NPA,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,74,No,No,No,No,No,No,No
HL202004320,23-03-2020,31-03-2020,19-04-2020,Lata Malhotra,47.0,Other,Married,3.0,MSBQT9541B,5657 3067 2460,+91 8778412051,lata67@rediffmail.com,Agra,Uttar Pradesh,557917.0,Salaried,Sun Pharma,16.0,232760,2793120.0,216193.0,,2492486.0,Yes,Repair/Renovation,Plot+Construction,21985414,14730227,0.67,7255187,Family Gift,16,9.58,150234,0.65,15087,No,,0.0,752.0,4,Union Bank,,Empanelled Valuer A,Clear,Yes,Yes,Partial,24.0,NEFT to Seller,Yes,DSA/Chatterjee Associates,Delayed,61-90,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,88,No,No,No,No,No,No,No
HL201405853,26-12-2014,06-01-2015,26-01-2015,Manish Bose,51.0,Male,Single,3.0,YNOKU1256X,9951 6534 9494,+91 9505849108,manish_bose@rediffmail.com,Kanpur,Uttar Pradesh,585113.0,Salaried,Reliance Industries,8.0,121842,1462104.0,127195.0,1592956.0,1129728.0,No,Balance Transfer,Independent House,16997959,12068550,0.71,4929409,Own Savings,12,9.93,143741,1.18,3217,No,,0.0,735.0,0,,2+ DPD,Empanelled Valuer A,Conditional Clear,Yes,Yes,Yes,25.0,NEFT to Seller,Yes,DSA/Mukherjee Associates,Paid,0,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,70,No,No,No,No,No,No,No
HL201102168,22-02-2011,18-03-2011,25-03-2011,Devendra Mukherjee,48.0,Male,Married,2.0,KQWND9670C,8533 7552 5046,+91 9149122495,devendramukherjee@hotmail.com,Ahmedabad,Gujarat,685164.0,Salaried,Dr Reddy's Labs,11.0,122145,1465740.0,122826.0,1587985.0,1297932.0,Yes,Balance Transfer,Villa,4018114,2651955,0.66,1366159,Own Savings,13,7.61,26822,0.22,8210,No,,0.0,694.0,1,SBI,1 DPD,Collusive Valuer,Clear,Yes,Yes,Yes,,NEFT to Seller,No,,Paid,0,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,105,No,No,No,No,No,No,No
HL201403887,24-04-2014,08-05-2014,18-05-2014,Neha Patil,34.0,Other,Single,2.0,URJNV5503N,8203 2486 6901,+91 8134727256,npatil@hotmail.com,Surat,Gujarat,362768.0,Salaried,Reliance Industries,7.0,194559,2334708.0,166729.0,2293797.0,2137148.0,No,Balance Transfer,Row House,20217740,14354595,0.71,5863145,Family Gift,24,8.31,115190,0.59,19009,No,,0.0,,2,,,Empanelled Valuer A,Clear,Yes,Not Applicable,Yes,26.0,NEFT to Builder,No,,Paid,0,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,36,No,No,No,No,No,No,No
HL201507560,17-05-2015,16-05-2015,,Jyoti Bhatia,56.0,Male,Married,1.0,OPJCX8671O,3926 3769 3381,+91 9536438963,jbhatia@gmail.com,Patna,Bihar,521438.0,Salaried,Tata Motors,11.0,29672,356064.0,28312.0,322949.0,342997.0,Yes,Balance Transfer,Plot+Construction,15045504,9629122,0.64,5416382,Unknown,26,10.4,89514,3.02,141,No,,0.0,697.0,0,BOB,,Empanelled Valuer A,Minor Observations,Post-Sanction Only,No,Yes,23.0,NEFT to Builder,Yes,DSA/Rao Associates,Paid,61-90,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,43,No,No,No,No,No,No,No
HL200502073,20-03-2005,01-04-2005,06-04-2005,Rohit Bose,33.0,Male,Single,0.0,XNEIW8496T,8969 6955 3476,+91 9274237434,rohitbose@gmail.com,Ludhiana,Punjab,,Salaried,HDFC Bank,,241927,2903124.0,222391.0,3147252.0,2859963.0,Yes,Balance Transfer,Villa,16404148,9842488,0.6,3461823,Own Savings,24,11.62,53625,0.22,30583,No,,0.0,729.0,0,PNB,,Collusive Valuer,Clear,Yes,Yes,Yes,27.0,NEFT to Builder,No,,Paid,0,Closed,,TITLE_FRAUD,1,Title chain gap >5 years; recent deed amendment without court order; suspiciously clean EC,0,No,No,No,Yes,No,Yes,No,No,Yes,No,71,No,No,No,Yes,No,No,No
HL200706435,05-08-2007,31-08-2007,09-09-2007,Harish Desai,33.0,Male,Married,4.0,DSYEE8530Y,,+91 8990982812,harish93@hotmail.com,Kochi,Kerala,632433.0,Salaried,TCS,17.0,242814,2913768.0,214827.0,2733206.0,2470147.0,No,Repair/Renovation,Villa,12864418,10162890,0.79,2701528,Own Savings,24,10.34,95653,0.39,31354,Yes,Mohan Chopra,1158960.0,766.0,0,Yes Bank,,Empanelled Valuer B,Clear,Yes,Yes,Partial,23.0,NEFT to Builder,No,,Paid,0,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,33,No,No,No,No,No,No,No
HL201001931,15-09-2010,28-09-2010,06-10-2010,Pushpa Khanna,45.0,Male,Divorced,2.0,WDUHV4789J,6399 6393 4405,+91 7272746776,pushpa39@rediffmail.com,Patna,Bihar,677341.0,Government,BPCL,18.0,38207,458484.0,38339.0,449076.0,421538.0,Yes,Purchase,Flat/Apartment,3787529,2424018,0.64,1363511,Own Savings,16,11.34,27411,0.72,2311,No,,0.0,761.0,0,HDFC Bank,,Empanelled Valuer A,Clear,Post-Sanction Only,Not Applicable,No,22.0,Cheque,No,,Paid,0,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,65,No,No,No,No,No,No,No
HL201105439,22-06-2011,30-06-2011,14-07-2011,Seema Bose,45.0,Male,Single,2.0,TICUN5922I,7316 1230 3006,+91 8731180759,seemabose@hotmail.com,Jaipur,Rajasthan,402740.0,Government,SBI,7.0,110177,1322124.0,109803.0,1206059.0,1232974.0,Yes,Construction,Flat/Apartment,17328783,12823299,0.74,4505484,Own Savings,9,7.62,164427,1.49,16404,No,,,694.0,1,,,Empanelled Valuer A,Clear,Yes,Yes,Yes,19.0,NEFT to Seller,Yes,DSA/Mukherjee Associates,Paid,0,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,47,No,No,No,No,No,No,No
HL201301345,14-06-2013,11-07-2013,16-07-2013,Mahesh Jain,51.0,Female,Married,2.0,KTMBU4930Y,4366 6746 9029,+91 9854951035,maheshjain@gmail.com,Lucknow,Uttar Pradesh,478810.0,Salaried,SBI,,261149,3133788.0,240509.0,2872904.0,2644489.0,Yes,Purchase,Row House,11240292,6968981,0.62,4271311,Own Savings,5,9.31,145715,0.73,11606,No,,0.0,739.0,2,Yes Bank,,Empanelled Valuer A,Clear,Post-Sanction Only,No,Yes,17.0,NEFT to Builder,Yes,DSA/Ghosh Associates,Paid,0,NPA,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,68,No,No,No,No,No,No,No
HL200901101,30-04-2009,29-05-2009,04-06-2009,Ramesh Sharma,60.0,Male,Married,0.0,HKXXP8015H,9858 2863 8214,+91 7557525701,ramesh72@hotmail.com,Ghaziabad,Uttar Pradesh,642669.0,Salaried,HCL Technologies,8.0,27831,333972.0,27699.0,329029.0,329028.0,Yes,Balance Transfer,Flat/Apartment,18173859,12176485,0.67,5997374,Own Savings,22,9.0,106078,3.81,1825,No,,0.0,710.0,0,Yes Bank,,Collusive Valuer,Clear,Yes,Yes,Yes,11.0,Cheque,Yes,DSA/Bansal Associates,Paid,31-60,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,94,No,No,No,No,No,No,No
HL201108991,24-04-2011,15-05-2011,02-06-2011,Kamla Sen,26.0,Male,Single,4.0,PPPXZ1196V,7746 8132 8601,+91 7096747115,kamlasen@rediffmail.com,Noida,Uttar Pradesh,239726.0,Salaried,TCS,2.0,97964,1175568.0,95597.0,1291966.0,1174095.0,Yes,Repair/Renovation,Row House,8863382,6381635,0.72,2481747,Family Gift,5,10.25,136377,1.39,9156,No,,0.0,728.0,0,SBI,,Third Party Valuer,Clear,Yes,Not Applicable,Partial,17.0,Cash,No,,Paid,0,Closed,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,36,No,No,No,No,No,No,No
HL202205173,07-07-2022,18-07-2022,05-08-2022,Ashok Verma,48.0,Male,Divorced,3.0,UKVBM4992Y,4456 6170 1986,+91 9109389412,ashok_verma@outlook.com,Patna,Bihar,598481.0,Salaried,Wipro Ltd,5.0,100323,1203876.0,104797.0,,1175572.0,Yes,Extension,Plot+Construction,7889323,5049166,0.64,2840157,Own Savings,24,12.37,54912,0.55,3479,No,,0.0,713.0,0,Yes Bank,,Empanelled Valuer B,Clear,Yes,Yes,Partial,28.0,NEFT to Seller,No,,Paid,0,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,38,No,No,No,No,No,No,No
HL200507052,03-05-2005,17-05-2005,28-05-2005,Suresh Malhotra,28.0,Male,Single,0.0,WKKAH6651N,9884 2598 2619,+91 9877866168,suresh90@gmail.com,Agra,Uttar Pradesh,155837.0,Self-Employed Business,Self,8.0,129834,1558008.0,127010.0,1595609.0,1515884.0,,Extension,Independent House,13287204,9168170,0.69,4119034,Own Savings,18,9.24,87234,0.67,4819,Yes,Kishore Iyer,1059120.0,711.0,1,SBI,1 DPD,Third Party Valuer,Clear,Yes,No,Partial,19.0,NEFT to Seller,Yes,DSA/Agarwal Associates,Paid,1-30,Active,,CLEAN,0,,0,Yes,No,No,No,No,No,No,No,Yes,No,111,No,No,No,No,No,No,No
